"id","season_id","franchise_id","season_episode_num","title","air_date","description"
"F10S08E01","F10S08","F10","1","""Keeping it 100!""",2016-03-07,"12 new queens enter the workroom. For the first mini-challenge, the queens take a photoshoot with past winners. Robbie Turner wins the mini-challenge. For the main challenge, the queens must create an outfit based on a design challenge from a past season. Robbie Turner, as winning the mini-challenge, gets to assign which queen will be doing which challenge.

Acid Betty - Make Dat Money from Season 3 Episode 13
Bob the Drag Queen - Gone with the Window from Season 2 Episode 1
Chi Chi DeVayne - Glitter Ball from Season 6 Episode 11
Cynthia Lee Fontaine - Sugar Ball from Season 5 Episode 11
Dax ExclamationPoint - Hello, Kitty Girls from Season 7 Episode 11
Derrick Barry - The Queen Who Mopped Xmas from Season 3 Episode 2
Kim Chi - RuPaul's Hair Extravaganza from Season 3 Episode 11
Laila McQueen - RuPocalypse Now! from Season 4 Episode 1
Naomi Smalls - Float Your Boat from Season 4 Episode 6
Naysha Lopez - Drag on a Dime from Season 1 Episode 1
Robbie Turner - The Fabulous Bitch Ball from Season 4 Episode 11
Thorgy Thor - Face, Face, Face of Cakes from Season 3 Episode 7On the runway, Acid Betty, Derrick Barry and Kim Chi receive positive critiques, with Kim Chi winning the challenge. Laila McQueen, Naomi Smalls, Naysha Lopez and Robbie Turner receive negative critiques, with Laila McQueen and Naysha Lopez being the bottom two queens. They lip-sync to ""Applause"" by Lady Gaga. Laila McQueen wins the lip-sync and Naysha Lopez sashays away.

Guest Judge: Nicole Richie
Special Guests: BeBe Zahara Benet, Shannel, Tyra Sanchez, Raven, Morgan McMichaels, Raja, Sharon Needles, Chad Michaels, Latrice Royale, Jinkx Monsoon, and Violet Chachki
Alternating Judge(s): Carson Kressley and Ross Mathews
Mini-Challenge: Photoshoot with past winners
Mini-Challenge Winner: Robbie Turner
Maxi Challenge: Create an outfit based on a design challenge from seasons past
Challenge Winner: Kim Chi
Maxi Challenge Prize: $3,000 from selfieonastick.com
Bottom Two: Laila McQueen and Naysha Lopez
Lip Sync Song: ""Applause"" by Lady Gaga
Eliminated: Naysha Lopez
Farewell message: ""Dear Ladies + Monsters. It was a pleasure meeting you all! Play the cards you are dealt + Turn DA PARTY! P.S. I ♥ U Layla [sic] xoxo! The Beauty! Naysha Lopez ♥"""
"F10S08E02","F10S08","F10","2","""Bitch Perfect""",2016-03-14,"For this week's mini-challenge, the queens will have a Latin dance-off to RuPaul's ""Cha Cha Bitch"". Chi Chi DeVayne and Cynthia Lee Fontaine win the mini-challenge and become team captains for the main challenge. For the main challenge, the queens will perform in a collegiate a capella sing-off called Bitch Perfect. Chi Chi picks Acid Betty, Dax ExclamationPoint, Naomi Smalls and Thorgy Thor for her team. Cynthia picks Bob the Drag Queen, Derrick Barry, Kim Chi, Laila McQueen and Robbie Turner for her team.
On the runway, category is Movie Premiere Realness. Acid Betty, Chi Chi DeVayne and Thorgy Thor receive positive critiques, with Chi Chi DeVayne winning the challenge. Dax ExclamationPoint, Kim Chi and Laila McQueen receive negative critiques, with Kim Chi being safe. Dax ExclamationPoint and Laila McQueen lip-sync to ""I Will Survive"" by Gloria Gaynor. After a very lackluster lip-sync, RuPaul shockingly eliminates both queens from the competition. She then calls someone on the phone, asking how soon can they get to the competition, ending in a cliffhanger.

Guest Judges: Ester Dean, Lucian Piane, and Jamal Sims
Special Guest: AB Soto
Mini-Challenge: Latin dance-off to ""Cha Cha Bitch""
Mini-Challenge Winners: Chi Chi DeVayne and Cynthia Lee Fontaine
Maxi Challenge: Perform in a collegiate a cappella sing-off called Bitch Perfect
Runway Theme: Movie Premiere Realness
Challenge Winner: Chi Chi DeVayne
Maxi Challenge Prize: 4 night getaway to a bed and breakfast in New England
Bottom Two: Dax ExclamationPoint and Laila McQueen
Lip Sync Song: ""I Will Survive"" by Gloria Gaynor
Eliminated: Dax ExclamationPoint and Laila McQueen
Dax ExclamationPoint's Farewell Message: ""Ladies, You're all Fantastic! I wish I could be here with you! Set the world on fire + Make Everyone EAT IT -DAX! ☠""
Laila McQueen's Farewell Message: ""You're All the Biggest Pack of freaks and I am so ""Happy"" to call you ""family"". But Actually I ♥ you All & can't wait for the future with you! xoxo Laila! PS. 1 less Madonna"""
"F10S08E03","F10S08","F10","3","""RuCo's Empire""",2016-03-21,"For this week's mini-challenge, the queens must drag up a supreme court judge robe. Naomi Smalls wins the mini-challenge. RuPaul then announces that first eliminated queen Naysha Lopez is returning to the competition. For the main challenge, the queens will star in two Empire-inspired acting scenes. Naomi Smalls, for winning the mini-challenge, and Naysha Lopez, as a prize for returning to the competition, are the team captains. Naomi chooses Bob the Drag Queen, Chi Chi DeVayne, Cynthia Lee Fontaine and Robbie Turner for her team. Naysha chooses Acid Betty, Derrick Barry, Kim Chi and Thorgy Thor for her team.
On the runway, category is Roller Girl Realness, in which the queens must wear roller skates on the runway. Acid Betty, Bob the Drag Queen and Thorgy Thor receive positive critiques, with Bob the Drag Queen winning the challenge. Cynthia Lee Fontaine, Derrick Barry and Robbie Turner receive negative critiques, with Derrick Barry being safe. RuPaul then asks both the bottom two queens if they want to lip-sync in heels, or wheels, with Cynthia choosing to lip-sync in heels and Robbie choosing to lip-sync in wheels. They then lip-sync to ""Mesmerized (Freemasons Radio Edit)"" by Faith Evans. Robbie Turner wins the lip-sync and Cynthia Lee Fontaine sashays away.

Guest Judges: Faith Evans and Tasha Smith
Alternating Judge: Carson Kressley
Mini-Challenge: Drag up a supreme court judge robe
Mini-Challenge Winner: Naomi Smalls
Returned: Naysha Lopez
Maxi Challenge: Star in two Empire-inspired acting scenes
Runway Theme: Roller Girl Realness
Challenge Winner: Bob The Drag Queen
Maxi Challenge Prize: $3,500 of Innovative Eyewear from Bradley Kenneth
Bottom Two: Cynthia Lee Fontaine and Robbie Turner
Lip Sync Song: ""Mesmerized (Freemasons Radio Edit)"" by Faith Evans
Eliminated: Cynthia Lee Fontaine
Farewell message: ""Dont give up!!! Fight For Your Dreams!!! Love you Mis Amores #CuCu <(:3"""
"F10S08E04","F10S08","F10","4","""New Wave Queens""",2016-03-28,"For this week's main challenge, the queens will sing live in '80s style New Wave girl bands. Team 1 consists of Acid Betty, Bob the Drag Queen and Thorgy Thor. Team 2 consists of Chi Chi DeVayne, Derrick Barry and Naysha Lopez. Team 3 consists of Kim Chi, Naomi Smalls and Robbie Turner.
On the runway, category is Neon Queen Realness. Team 3 is declared the winning team, with Robbie Turner winning the challenge. Chi Chi DeVayne, Derrick Barry and Naysha Lopez receive negative critiques, with Derrick Barry being safe. Chi Chi DeVayne and Naysha Lopez lip-sync to ""Call Me"" by Blondie. Chi Chi DeVayne wins the lip-sync and Naysha Lopez sashays away.

Guest Judges: Debbie Harry, Chris Stein, and Lucian Piane
Maxi Challenge: Sing live in ‘80s style New Wave girl bands
Runway Theme: Neon Queen Realness
Challenge Winner: Robbie Turner
Maxi Challenge Prize: A wig wardrobe from Weaven Steven
Bottom Two: Chi Chi DeVayne and Naysha Lopez
Lip Sync Song: ""Call Me"" by Blondie
Eliminated: Naysha Lopez 
Farewell message: ""Dear Ladies, Have a good time and push yourself. I got a 2nd chance, don't blow your first and only! xoxo Da Beauty! Naysha Lopez"""
"F10S08E05","F10S08","F10","5","""Supermodel Snatch Game""",2016-04-04,"For the main challenge, the queens impersonate celebrities in the Snatch Game. Gigi Hadid and Chanel Iman star as the celebrity contestants. The cast consisted of:  

Acid Betty as Nancy Grace
Bob the Drag Queen as Uzo Aduba and Carol Channing
Chi Chi DeVayne as Eartha Kitt
Derrick Barry as Britney Spears
Kim Chi as Kimmy Jong-Un
Naomi Smalls as Tiffany Pollard
Robbie Turner as Diana Vreeland
Thorgy Thor as Michael JacksonOn the runway, category is Night of a Thousand Madonna's. Bob the Drag Queen, Derrick Barry and Thorgy Thor receive positive critiques, with Bob the Drag Queen winning the challenge. Acid Betty, Naomi Smalls and Robbie Turner receive negative critiques, with Robbie Turner being safe. Acid Betty and Naomi Smalls lip-sync to ""Causing a Commotion"" by Madonna. Naomi Smalls wins the lip-sync and Acid Betty sashays away.

Guest Judges: Gigi Hadid and Chanel Iman
Alternating Judge: Carson Kressley
Maxi Challenge: Impersonate celebrities in the Snatch Game
Runway Theme: Night of a thousand Madonna's
Challenge Winner: Bob The Drag Queen
Maxi Challenge Prize: A set of Lux De Ville hand bags
Bottom Two: Acid Betty and Naomi Smalls
Lip Sync Song: ""Causing a Commotion"" by Madonna
Eliminated: Acid Betty
Farewell message: ""Ladies, You have been touched by fierceness! Now werq it out! -Bob, ♥ you! See jew in new york. -Thorgy you are amazeballs -Acidbetty.com """
"F10S08E06","F10S08","F10","6","""Wizards of Drag""",2016-04-11,"For this week's mini-challenge, the queens read each other. Bob the Drag Queen wins the mini-challenge. For the main challenge, the queens will give Wizard of Oz themed makeovers to cast members of Little Women L.A..

Bob the Drag Queen - Glinda the Good Witch
Chi Chi DeVayne - Dorothy Gale
Derrick Barry - Tin Man
Kim Chi - The Wicked Witch of the West
Naomi Smalls - Scarecrow
Robbie Turner - The Cowardly Lion
Thorgy Thor - Emerald CitizenOn the runway, Kim Chi and Naomi Smalls receive positive critiques, with Naomi Smalls winning the challenge. Chi Chi DeVayne, Derrick Barry and Robbie Turner receive negative critiques, with Chi Chi DeVayne being safe. Derrick Barry and Robbie Turner lip-sync to ""I Love It"" by Icona Pop. Derrick Barry wins the lip-sync and Robbie Turner sashays away.

Guest Judges: Todrick Hall and Marc Jacobs
Alternating Judge: Ross Mathews
Special Guest: Marc Snetiker
Mini-Challenge: Reading is Fundamental
Mini-Challenge Winner: Bob the Drag Queen
Maxi Challenge: Give Wizard of Oz-themed makeovers to cast members of Little Women L.A.
Challenge Winner: Naomi Smalls 
Maxi Challenge Prize: $1,000 worth of spa services from The Spa on Rodeo
Bottom Two: Derrick Barry and Robbie Turner
Lip Sync Song: ""I Love It"" by Icona Pop
Eliminated: Robbie Turner
Farewell message: ""My dearest trashbags, I'm sorry to leave you all so soon, but know this, the love I have for you is REAL + quite strong, also whoever wins owes me a tea or a steak dinner! Love you all, Robbie"""
"F10S08E07","F10S08","F10","7","""Shady Politics""",2016-04-18,"For this week's mini-challenge, the queens play a true or false guessing game with the pit crew. Derrick Barry wins the mini-challenge. For the main challenge, the queens will work in pairs to shoot presidential campaign ads to smear their partner and stake their claim to be the first drag President of the U.S.A. The pairs are Bob the Drag Queen & Derrick Barry, Chi Chi DeVayne & Thorgy Thor and Kim Chi & Naomi Smalls.
On the runway, category is Black and White Realness. Bob the Drag Queen and Derrick Barry both win the challenge. Chi Chi DeVayne and Thorgy Thor are announced as the bottom two and lip-sync to ""And I Am Telling You I'm Not Going"" from Jennifer Holliday. Chi Chi DeVayne wins the lip-sync and Thorgy Thor sashays away.

Guest Judges: Thomas Roberts and Vivica A. Fox
Special Guest: Andrew Christian
Alternating Judge(s): Carson Kressley
Mini-Challenge: Playing a true or false guessing game with the Pit Crew
Mini-Challenge Winner: Derrick Barry
Maxi Challenge: Work in pairs to shoot presidential campaign ads to smear their partner and stake their claim to be the first drag President of the U.S.A.
Runway Theme: Black and White Realness
Challenge Winners: Bob the Drag Queen and Derrick Barry
Maxi Challenge Prize: A custom made gown from MountBatten Concepts
Bottom Two: Chi Chi DeVayne and Thorgy Thor
Lip Sync Song: ""And I Am Telling You I'm Not Going"" from Jennifer Holliday
Eliminated: Thorgy Thor
Farewell message: ""Clowns! All of you!! Come to NY - but please take down Bob! ... She's terrible! - anyway - <3 you guys! top 3?....... Naomi, Bob, Deryk... Let's see.... (that was shady!) <3 thorgy"""
"F10S08E08","F10S08","F10","8","""RuPaul Book Ball""",2016-04-25,"For this week's mini-challenge, the queens will have a bitch fest with puppets. Chi Chi DeVayne wins the mini-challenge. For the main challenge, the queens will design three looks for the Book Ball, with categories being: Baby Drag Realness, That's My Mama Realness and Book Couture. 
On the runway, Chi Chi DeVayne, Kim Chi and Naomi Smalls receive positive critiques, with Kim Chi winning the challenge. Bob the Drag Queen and Derrick Barry receive negative critiques and are announced as the bottom two queens. They lip-sync to ""You Make Me Feel (Mighty Real)"" by Sylvester. Bob the Drag Queen wins the lip-sync and Derrick Barry sashays away.

Guest Judges: Amy Sedaris and David Sedaris
Alternating Judge(s): Ross Mathews
Mini-Challenge: Everybody Loves Puppets
Mini-Challenge Winner: Chi Chi DeVayne
Maxi Challenge: Design three outfits for the Book Ball, Baby Drag Realness, That's My Mama Realness and Book Couture
Challenge Winner: Kim Chi
Maxi Challenge Prize: $2,500 gift card from Fabric Planet
Bottom Two: Bob the Drag Queen and Derrick Barry
Lip Sync Song: ""You Make Me Feel (Mighty Real)"" by Sylvester
Eliminated: Derrick Barry
Farewell message: ""To my top 4, Ru said I won the challenge! What happened? I love you all! <3 Derrick Bitch!"""
"F10S08E09","F10S08","F10","9","""The Realness""",2016-05-02,"For the final challenge of the season, the queens will star in the music video for RuPaul's single ""The Realness"". The queens walk the runway one final time. For the final time, all queens lip-sync for their lives to ""The Realness"" by RuPaul. Chi Chi DeVayne is eliminated.

Special Guest: Jayson Whitmore
Alternating Judge(s): Ross Mathews and Carson Kressley
Maxi Challenge: Star in the music video for RuPaul's single ""The Realness""
Lip-sync Song: ""The Realness"" by RuPaul
Eliminated: Chi Chi DeVayne"
"F10S08E10","F10S08","F10","10","""Grand Finale""",2016-05-16,"All the queens are back for the reunion and finale. The final three queens then perform to a song that was written specifically for them. Bob the Drag Queen lip-syncs to ""I Don't Like to Show Off"", Kim Chi lip-syncs to ""Fat Fem and Asian"" and Naomi Smalls lip-syncs to ""Legs"". It is announced that Cynthia Lee Fontaine has won Miss Congeniality. Bob the Drag Queen is then announced the winner, leaving Kim Chi and Naomi Smalls as the runners-up.

Miss Congeniality: Cynthia Lee Fontaine
Runners Up: Kim Chi and Naomi Smalls
Winner of RuPaul's Drag Race Season Eight: Bob the Drag Queen"
"F10S09E01","F10S09","F10","1","""Oh. My. Gaga!""",2017-03-24,"13 new queens enter the workroom. A 14th queen enters the workroom, but is revealed to be Lady Gaga. RuPaul comes in and tells the queens that they will be competing in the Miss Charisma Uniqueness Nerve and Talent pageant. They must showcase a hometown look and a Lady Gaga inspired look.
After the queens walk the runway, Eureka, Nina Bo'nina Brown and Sasha Velour are told they are the top 3 queens, with Nina Bo'nina Brown winning the challenge. Ru then stops the pageant to tell the other queens that a 14th queen will be entering the competition.

Guest Judge: Lady Gaga
Alternating Judges: Carson Kressley and Ross Mathews
Maxi Challenge: Showcase a hometown styled outfit and a Lady Gaga-inspired outfit in the Miss Charisma Uniqueness Nerve and Talent pageant.
Challenge Winner: Nina Bo'nina Brown
Maxi Challenge Prize: A weeklong getaway to The Grand Resort and Spa at Fort Lauderdale Beach.
Eliminated: None"
